Time,Data_1
0.60272216796875,1.0
0.606536865234375,1.0
0.6103515625,1.0
0.614166259765625,1.0
0.61798095703125,1.0
0.621795654296875,1.0
0.6256103515625,1.0
0.629425048828125,1.0
0.63323974609375,0.9999999999999998
0.637054443359375,1.0
0.640869140625,1.0
0.644683837890625,1.0
0.64849853515625,1.0
0.652313232421875,1.0
0.6561279296875,1.0
0.659942626953125,1.0
0.66375732421875,1.0
0.667572021484375,1.0
0.67138671875,1.0
0.675201416015625,1.0
0.67901611328125,1.0
0.682830810546875,1.0
0.6866455078125,1.0
0.690460205078125,1.0
0.69427490234375,1.0
0.698089599609375,1.0
0.701904296875,1.0
0.705718994140625,1.0
0.70953369140625,1.0
0.713348388671875,1.0
0.7171630859375,1.0
0.720977783203125,0.9999999999999998
0.72479248046875,1.0
0.728607177734375,1.0
0.732421875,1.0
0.736236572265625,1.0
0.74005126953125,1.0
0.743865966796875,0.9999999999999998
0.7476806640625,0.9999999999999998
0.751495361328125,1.0
0.75531005859375,1.0
0.759124755859375,1.0
0.762939453125,1.0
0.766754150390625,1.0
0.77056884765625,1.0
0.774383544921875,1.0
0.7781982421875,1.0
0.782012939453125,0.9999999999999998
0.78582763671875,1.0
0.789642333984375,1.0
0.79345703125,1.0
0.797271728515625,1.0
0.80108642578125,1.0
0.804901123046875,1.0
0.8087158203125,1.0
0.812530517578125,1.0
0.81634521484375,1.0
0.820159912109375,1.0
0.823974609375,0.9999999999999998
0.827789306640625,1.0
0.83160400390625,1.0
0.835418701171875,1.0
0.8392333984375,1.0
0.843048095703125,1.0
0.84686279296875,1.0
0.850677490234375,0.9999999999999998
0.8544921875,1.0
0.858306884765625,1.0
0.86212158203125,1.0
0.865936279296875,1.0
0.8697509765625,1.0
0.873565673828125,1.0
0.87738037109375,0.9999999999999998
0.881195068359375,1.0
0.885009765625,0.9999999999999998
0.888824462890625,1.0
0.89263916015625,1.0
0.896453857421875,1.0
0.9002685546875,1.0
0.904083251953125,1.0
0.90789794921875,1.0
0.911712646484375,1.0
0.91552734375,1.0
0.919342041015625,0.9999999999999998
0.92315673828125,1.0
0.926971435546875,1.0
0.9307861328125,0.9999999999999998
0.934600830078125,1.0
0.93841552734375,1.0
0.942230224609375,1.0
0.946044921875,1.0
0.949859619140625,1.0
0.95367431640625,1.0
0.957489013671875,0.9999999999999998
0.9613037109375,1.0
0.965118408203125,1.0
0.96893310546875,1.0
0.972747802734375,1.0
0.9765625,0.9999999999999998
0.980377197265625,1.0
0.98419189453125,1.0
0.988006591796875,1.0
0.9918212890625,1.0
0.995635986328125,1.0
0.99945068359375,1.0
1.003265380859375,1.0
1.007080078125,1.0
1.010894775390625,0.9999999999999998
1.01470947265625,1.0
1.018524169921875,1.0
1.0223388671875,1.0
1.026153564453125,1.0
1.02996826171875,1.0
1.033782958984375,1.0
1.03759765625,1.0
1.041412353515625,0.9999999999999998
1.04522705078125,1.0
1.049041748046875,0.9999999999999998
1.0528564453125,1.0
1.056671142578125,0.9999999999999998
1.06048583984375,0.9999999999999998
1.064300537109375,1.0
1.068115234375,1.0
1.071929931640625,0.9999999999999998
1.07574462890625,1.0
1.079559326171875,1.0
1.0833740234375,1.0
1.087188720703125,1.0
1.09100341796875,1.0
1.094818115234375,1.0
1.0986328125,1.0
1.102447509765625,1.0
