Time,Data_1
1.10626220703125,1.0
1.110076904296875,1.0
1.1138916015625,1.0
1.117706298828125,1.0
1.12152099609375,1.0
1.125335693359375,1.0
1.129150390625,1.0
1.132965087890625,1.0
1.13677978515625,0.9999999999999998
1.140594482421875,1.0
1.1444091796875,1.0
1.148223876953125,1.0
1.15203857421875,1.0
1.155853271484375,1.0
1.15966796875,1.0
1.163482666015625,1.0
1.16729736328125,1.0
1.171112060546875,1.0
1.1749267578125,0.9999999999999998
1.178741455078125,1.0
1.18255615234375,1.0
1.186370849609375,0.9999999999999998
1.190185546875,1.0
1.194000244140625,1.0
1.19781494140625,1.0
1.201629638671875,1.0
1.2054443359375,1.0
1.209259033203125,1.0
1.21307373046875,1.0
1.216888427734375,1.0
1.220703125,1.0
1.224517822265625,1.0
1.22833251953125,1.0
1.232147216796875,1.0
1.2359619140625,1.0
1.239776611328125,1.0
1.24359130859375,1.0
1.247406005859375,1.0
1.251220703125,1.0
1.255035400390625,1.0
1.25885009765625,1.0
1.262664794921875,1.0
1.2664794921875,1.0
1.270294189453125,1.0
1.27410888671875,1.0
1.277923583984375,1.0
1.28173828125,1.0
1.285552978515625,1.0
1.28936767578125,0.9999999999999998
1.293182373046875,1.0
1.2969970703125,1.0
1.300811767578125,1.0
1.30462646484375,1.0
1.308441162109375,0.9999999999999998
1.312255859375,1.0
1.316070556640625,1.0
1.31988525390625,0.9999999999999998
1.323699951171875,0.9999999999999998
1.3275146484375,1.0
1.331329345703125,1.0
1.33514404296875,1.0
1.338958740234375,1.0
1.3427734375,1.0
1.346588134765625,0.9999999999999998
1.35040283203125,1.0
1.354217529296875,1.0
1.3580322265625,1.0
1.361846923828125,0.9999999999999998
1.36566162109375,1.0
1.369476318359375,1.0
1.373291015625,1.0
1.377105712890625,1.0
1.38092041015625,1.0
1.384735107421875,1.0
1.3885498046875,0.9999999999999998
1.392364501953125,1.0
1.39617919921875,0.9999999999999998
1.399993896484375,1.0
1.40380859375,1.0
1.407623291015625,1.0
1.41143798828125,0.9999999999999998
1.415252685546875,1.0
1.4190673828125,1.0
1.422882080078125,1.0
1.42669677734375,1.0
1.430511474609375,0.9999999999999998
1.434326171875,1.0
1.438140869140625,1.0
1.44195556640625,1.0
1.445770263671875,1.0
1.4495849609375,0.9999999999999998
1.453399658203125,0.9999999999999998
1.45721435546875,0.9999999999999998
1.461029052734375,0.9999999999999998
1.46484375,1.0
1.468658447265625,1.0
1.47247314453125,1.0
1.476287841796875,1.0
1.4801025390625,1.0
1.483917236328125,1.0
1.48773193359375,1.0
1.491546630859375,1.0
1.495361328125,1.0
1.499176025390625,1.0
1.50299072265625,1.0
1.506805419921875,1.0
1.5106201171875,1.0
1.514434814453125,1.0
1.51824951171875,1.0
1.522064208984375,0.9999999999999998
1.52587890625,1.0
1.529693603515625,1.0
1.53350830078125,1.0
1.537322998046875,1.0
1.5411376953125,0.9999999999999998
1.544952392578125,1.0
1.54876708984375,1.0
1.552581787109375,1.0
1.556396484375,1.0
1.560211181640625,1.0
1.56402587890625,1.0
1.567840576171875,1.0
1.5716552734375,1.0
1.575469970703125,1.0
1.57928466796875,1.0
1.583099365234375,1.0
1.5869140625,1.0
1.590728759765625,1.0
1.59454345703125,1.0
1.598358154296875,1.0
