Time,Data_1,Data_2
0.60272216796875,0.7312680063536607,1.0
0.606536865234375,0.7387101773657531,1.0
0.6103515625,0.7456794601694007,1.0
0.614166259765625,0.7517189042617464,1.0
0.61798095703125,0.7564046959538112,1.0
0.621795654296875,0.7602612455808424,1.0
0.6256103515625,0.7647114691561364,1.0
0.629425048828125,0.7706657341290326,1.0
0.63323974609375,0.7773537625265866,0.9999999999999998
0.637054443359375,0.7829483719366003,1.0
0.640869140625,0.7865689787898756,1.0
0.644683837890625,0.7894192317205353,1.0
0.64849853515625,0.7935542528788084,1.0
0.652313232421875,0.7997954046162495,1.0
0.6561279296875,0.8071569943809305,1.0
0.659942626953125,0.8140100870833983,1.0
0.66375732421875,0.8194020649445338,1.0
0.667572021484375,0.8231689610679224,1.0
0.67138671875,0.8252901324339922,1.0
0.675201416015625,0.8258433927135787,1.0
0.67901611328125,0.8255623302010574,1.0
0.682830810546875,0.8257349464152549,1.0
0.6866455078125,0.8271457781231105,1.0
0.690460205078125,0.8294087504074519,1.0
0.69427490234375,0.8315953028466964,1.0
0.698089599609375,0.8332516250797662,1.0
0.701904296875,0.8344834200604072,1.0
0.705718994140625,0.8352575919819338,1.0
0.70953369140625,0.835152603132531,1.0
0.713348388671875,0.8338837108324512,1.0
0.7171630859375,0.8316602813032316,1.0
0.720977783203125,0.8287895445022843,0.9999999999999998
0.72479248046875,0.8252290604255942,1.0
0.728607177734375,0.8208833650728683,1.0
0.732421875,0.8162147766016762,1.0
0.736236572265625,0.812208910929425,1.0
0.74005126953125,0.8096785218854046,1.0
0.743865966796875,0.808788638918176,0.9999999999999998
0.7476806640625,0.8092149257337923,0.9999999999999998
0.751495361328125,0.8104444684571342,1.0
0.75531005859375,0.8118302019354371,1.0
0.759124755859375,0.8126753501357813,1.0
0.762939453125,0.8126064876598883,1.0
0.766754150390625,0.8118416520978106,1.0
0.77056884765625,0.8108703076904178,1.0
0.774383544921875,0.8098597958651939,1.0
0.7781982421875,0.8085687970787306,1.0
0.782012939453125,0.8068919314996681,0.9999999999999998
0.78582763671875,0.8052677552289127,1.0
0.789642333984375,0.8043440106796736,1.0
0.79345703125,0.8043440065954177,1.0
0.797271728515625,0.8049819218354204,1.0
0.80108642578125,0.8059765088562486,1.0
0.804901123046875,0.8073813086507751,1.0
0.8087158203125,0.8092150487658177,1.0
0.812530517578125,0.810894111387309,1.0
0.81634521484375,0.811317797326173,1.0
0.820159912109375,0.8097018108052872,1.0
0.823974609375,0.8063538862239655,0.9999999999999998
0.827789306640625,0.8025086499285702,1.0
0.83160400390625,0.7992913708468008,1.0
0.835418701171875,0.7968249731640299,1.0
0.8392333984375,0.7943181728504721,1.0
0.843048095703125,0.7909854225542375,1.0
0.84686279296875,0.7868332988452311,1.0
0.850677490234375,0.7824874280012707,0.9999999999999998
0.8544921875,0.7783137669197717,1.0
0.858306884765625,0.7739213839847383,1.0
0.86212158203125,0.7686915613864171,1.0
0.865936279296875,0.7627430595806494,1.0
0.8697509765625,0.7571869915564192,1.0
0.873565673828125,0.7533153045690422,1.0
