Time,Data_1,Data_2
0.87738037109375,0.7515186486004742,0.9999999999999998
0.881195068359375,0.7509322810350273,1.0
0.885009765625,0.7500088667332022,0.9999999999999998
0.888824462890625,0.747448179231227,1.0
0.89263916015625,0.7428296559813817,1.0
0.896453857421875,0.7366109790499985,1.0
0.9002685546875,0.7295727896517066,1.0
0.904083251953125,0.722217254213223,1.0
0.90789794921875,0.7146527434334765,1.0
0.911712646484375,0.7069075647012704,1.0
0.91552734375,0.6990719857107657,1.0
0.919342041015625,0.6909411297396867,0.9999999999999998
0.92315673828125,0.6816350975527851,1.0
0.926971435546875,0.6698691023606604,1.0
0.9307861328125,0.6547152122210834,0.9999999999999998
0.934600830078125,0.6359601717252928,1.0
0.93841552734375,0.6136816262608632,1.0
0.942230224609375,0.5876838747938524,1.0
0.946044921875,0.5574906393502623,1.0
0.949859619140625,0.5228772922955996,1.0
0.95367431640625,0.48462050408265384,1.0
0.957489013671875,0.4453073591258687,0.9999999999999998
0.9613037109375,0.4097274540926238,1.0
0.965118408203125,0.3839531817099476,1.0
0.96893310546875,0.3731943068199843,1.0
0.972747802734375,0.3799039608334138,1.0
0.9765625,0.4030623188810829,0.9999999999999998
0.980377197265625,0.43845748477551905,1.0
0.98419189453125,0.4800950953679148,1.0
0.988006591796875,0.5225867212532218,1.0
0.9918212890625,0.5627519494580717,1.0
0.995635986328125,0.5990924531979689,1.0
0.99945068359375,0.6304017333389565,1.0
1.003265380859375,0.6555562461192616,1.0
1.007080078125,0.6745283045655622,1.0
1.010894775390625,0.688780175119295,0.9999999999999998
1.01470947265625,0.700085430001729,1.0
1.018524169921875,0.7091306452932309,1.0
1.0223388671875,0.7155532423338228,1.0
1.026153564453125,0.7191406575843929,1.0
1.02996826171875,0.7204770963871541,1.0
1.033782958984375,0.7202802454649911,1.0
1.03759765625,0.7186741974060118,1.0
1.041412353515625,0.7157210382861922,0.9999999999999998
1.04522705078125,0.7124874771332995,1.0
1.049041748046875,0.7107894960643534,0.9999999999999998
1.0528564453125,0.7114170465762084,1.0
1.056671142578125,0.7128712940697807,0.9999999999999998
1.06048583984375,0.7124081611489825,0.9999999999999998
1.064300537109375,0.7086760223771568,1.0
1.068115234375,0.7031582057782698,1.0
1.071929931640625,0.6987007226506411,0.9999999999999998
1.07574462890625,0.6966899801365923,1.0
1.079559326171875,0.6958042650044391,1.0
1.0833740234375,0.6935591535834613,1.0
1.087188720703125,0.6891470837657646,1.0
1.09100341796875,0.6845980717918005,1.0
1.094818115234375,0.6829363847494949,1.0
1.0986328125,0.6851977538127637,1.0
1.102447509765625,0.6890862046708618,1.0
1.10626220703125,0.6904405946854477,1.0
1.110076904296875,0.6864371080068926,1.0
1.1138916015625,0.6776532409882005,1.0
1.117706298828125,0.666867825583466,1.0
1.12152099609375,0.6560985231848703,1.0
1.125335693359375,0.6450496107310567,1.0
1.129150390625,0.6318708497807959,1.0
1.132965087890625,0.6147934480633968,1.0
1.13677978515625,0.5930610084223708,0.9999999999999998
1.140594482421875,0.566807056530047,1.0
1.1444091796875,0.5366278072829389,1.0
1.148223876953125,0.5034732750233591,1.0
1.15203857421875,0.46874597290083325,1.0
1.155853271484375,0.43435420960251275,1.0
1.15966796875,0.4027529738425477,1.0
1.163482666015625,0.37697415620531977,1.0
1.16729736328125,0.36043705328503134,1.0
1.171112060546875,0.35636245831946994,1.0
1.1749267578125,0.36676216750330776,0.9999999999999998
1.178741455078125,0.391313450289485,1.0
1.18255615234375,0.42698328403197483,1.0
1.186370849609375,0.46885933261470925,0.9999999999999998
1.190185546875,0.5113360620962049,1.0
1.194000244140625,0.5489996056980387,1.0
1.19781494140625,0.5777985296376332,1.0
1.201629638671875,0.5964916088747101,1.0
1.2054443359375,0.6068172513187605,1.0
1.209259033203125,0.6117042595217341,1.0
1.21307373046875,0.6132375420071691,1.0
1.216888427734375,0.6122192406870823,1.0
1.220703125,0.6090983970961964,1.0
1.224517822265625,0.6047122592397017,1.0
1.22833251953125,0.5999930966150842,1.0
1.232147216796875,0.5952641509048662,1.0
1.2359619140625,0.5901857227105463,1.0
1.239776611328125,0.5845321147432563,1.0
1.24359130859375,0.5789013571519578,1.0
1.247406005859375,0.5744329753456912,1.0
1.251220703125,0.5717083141340564,1.0
1.255035400390625,0.5700106966646068,1.0
1.25885009765625,0.5677583496704879,1.0
1.262664794921875,0.5635282756807464,1.0
1.2664794921875,0.5564774839380783,1.0
1.270294189453125,0.5459576274889913,1.0
1.27410888671875,0.531246149254731,1.0
1.277923583984375,0.5118840997983702,1.0
1.28173828125,0.48790590221214136,1.0
1.285552978515625,0.4594008584624313,1.0
1.28936767578125,0.42623150236010465,0.9999999999999998
1.293182373046875,0.3889421358499176,1.0
1.2969970703125,0.35020793471708106,1.0
1.300811767578125,0.3150962634465483,1.0
1.30462646484375,0.28962987977190974,1.0
1.308441162109375,0.27872296548208536,0.9999999999999998
1.312255859375,0.28455252756395355,1.0
1.316070556640625,0.3057852013339962,1.0
1.31988525390625,0.3379339764204739,0.9999999999999998
1.323699951171875,0.3749942641565391,0.9999999999999998
1.3275146484375,0.4118301159267082,1.0
1.331329345703125,0.4458141961138448,1.0
1.33514404296875,0.4763068055116693,1.0
1.338958740234375,0.5026140684022334,1.0
1.3427734375,0.5229420981602476,1.0
1.346588134765625,0.5356430683938062,0.9999999999999998
1.35040283203125,0.5409151651444105,1.0
1.354217529296875,0.5405354766195206,1.0
1.3580322265625,0.5360544292513271,1.0
1.361846923828125,0.5276970639248729,0.9999999999999998
1.36566162109375,0.5149419114376779,1.0
1.369476318359375,0.49792669343778173,1.0
1.373291015625,0.47845706435981217,1.0
1.377105712890625,0.4598970666822426,1.0
1.38092041015625,0.4456832197657338,1.0
1.384735107421875,0.4372007785965069,1.0
1.3885498046875,0.4329780634914562,0.9999999999999998
1.392364501953125,0.43027326824420553,1.0
1.39617919921875,0.4273820812833844,0.9999999999999998
1.399993896484375,0.4241403609248848,1.0
1.40380859375,0.42050995111389095,1.0
1.407623291015625,0.4156032943715158,1.0
1.41143798828125,0.40873079176033583,0.9999999999999998
1.415252685546875,0.4010896339530758,1.0
1.4190673828125,0.39567100766387336,1.0
1.422882080078125,0.39514101352475667,1.0
1.42669677734375,0.39977732835194046,1.0
1.430511474609375,0.40744781830881305,0.9999999999999998
1.434326171875,0.4154557640139304,1.0
1.438140869140625,0.422281993176151,1.0
1.44195556640625,0.4278861517798413,1.0
1.445770263671875,0.43299154952005287,1.0
1.4495849609375,0.4383520496754625,0.9999999999999998
1.453399658203125,0.4444652016468886,0.9999999999999998
1.45721435546875,0.4516634474715157,0.9999999999999998
1.461029052734375,0.4602906541201629,0.9999999999999998
1.46484375,0.47063436406824555,1.0
1.468658447265625,0.4825064682077195,1.0
1.47247314453125,0.494843434723967,1.0
1.476287841796875,0.5060161209421403,1.0
1.4801025390625,0.515068913286272,1.0
1.483917236328125,0.5228549930660897,1.0
1.48773193359375,0.5314884454903385,1.0
1.491546630859375,0.5420762377668361,1.0
1.495361328125,0.5529317445307258,1.0
1.499176025390625,0.5606271100466023,1.0
1.50299072265625,0.5634811259044998,1.0
1.506805419921875,0.5637406676021105,1.0
1.5106201171875,0.5655427885326785,1.0
1.514434814453125,0.570947553509748,1.0
1.51824951171875,0.5785563643311825,1.0
1.522064208984375,0.5856828672255137,0.9999999999999998
1.52587890625,0.5909699409687752,1.0
1.529693603515625,0.5944915482221287,1.0
1.53350830078125,0.5962991202036574,1.0
1.537322998046875,0.5962593207739478,1.0
1.5411376953125,0.5952384634164662,0.9999999999999998
1.544952392578125,0.5951645562007808,1.0
1.54876708984375,0.5972603953756687,1.0
1.552581787109375,0.6008166464061531,1.0
1.556396484375,0.6043224791269787,1.0
1.560211181640625,0.6073927171761413,1.0
1.56402587890625,0.6108853795153841,1.0
1.567840576171875,0.6152976857702347,1.0
1.5716552734375,0.6197785239878953,1.0
1.575469970703125,0.623054254399626,1.0
1.57928466796875,0.6249586188518035,1.0
1.583099365234375,0.6265529647952892,1.0
1.5869140625,0.6287616669652758,1.0
1.590728759765625,0.6311681996749581,1.0
1.59454345703125,0.6323145370281589,1.0
1.598358154296875,0.6312414130034212,1.0
